sentence,score
졸린 그저그런 영환줄알고 봤다 큰코다쳤다아~  진짜 스토리 짜임세있게 잘만들었고배우들의 연기가 극에달했다고본다내평생 본 잘만들어진 영화 3위안에든다,10
"다들 어떻게 흘러갈지 알잖아요, 딱 원하는 그대로 만들어줌",5
이건 연령을 12세이상 19세 미만으로 설정해놔야할듯한데세상 슬프다해서 봤더니만 지루하기 그지없고필름은 쌍팔년도 드라마보다못하고연기는 .. 윽 .. 사람이없어서 미리나가는것도 민망해서 그냥저냥시간떼우다나왔는데 이런레기가따로없음 평점을보고가는거였어...,1
기대 이상이다.. 이건 무조건 극장에서 봐야함,10
오랜만에 좋은 영화 감상했네요~ ,9
"눈이 행복한 컴퓨터 그래픽과 마음이 풍족해지는 스토리,,이국적이고 아름다운 판도라 세계에 살고 싶어서 비는 중. 다음 생은 판도라 세상에 살게 해주세여",10
"하룻밤의 아라비안 나이트를 꿈꾼 듯, 사랑은 시키지 않아도 하는 것.",9
믿을수없는 퀄리티의 작화와 연출 스토리,9
스토리 연출 너무 좋았습니다. ,10
무려 1949년도 작품에 소감을 내는 것은 좀 어색하다.,10
아바타 물의 길이 재미없다는 사람은 자극적이고 선정적인 상업 영화에 길들여진 사람들 같다. 어떻게 이 영화가 재미 없을수가 있지?? 엄청난 영상미는 물론이고 가족을 다룬 스토리마저 완벽하고 좋았다. 한번 봤는데 4번정도 더 보러갈 예정,10
너도 똑같은 생각이였음 좋겠다 ,10
숨멎후반부 하이라이트에모두가 숨을 멈추는 느낌을 받음,10
영상미랑 연출이 미쳤어요. 진짜애니메이션을 잘 만들었어요. 그리고 귀여워요 ㅜㅜ,9
윤아 클럽씬은 굳이.. 띄워주려고 넣은건가? ,9
공조1보다 못하지만 나름 재미 있었다 2편은 그냥 1편의 팬들을 위해 나오는 거라 생각해서 일단 기대감이 없었음 그래도 시간 아까울 정도는 아님,7
정말 실망스러웠어요 역사관련 영화는 크게 기대안하고도 잘 보는데 ㅠㅠ 김고은이 노래하는 장면만 기억에 남아요 ,2
손수건 꼭 챙기시고.. 다시한번 가슴에 새기고 갑니다.. 절대 잊어선 안되는..,10
"과거 회상씬이 좀 많은데 ,그럼에도 최고의 작품~!",8
끝까지 묘하게 궁금하다. 잠들진않음,8
"무속신앙이나  B급 감성을 별로 좋아하지 않는 사람들에겐 비추합니다~하지만 개인적으론 이런 작품이야말로 진정한 종합예술영화라고 생각합니다.영화로서는 크게 빛을 못봤지만, 뮤지컬로 제작되면 진짜 대박 흥행할것같은데.. 가능하려나요~~?? 어쨋든 기대하고있겠습니다~^^",9
한국 코믹 액션 영화 중에 가장 좋아하는 작품 그 이유는 현빈이 지분 80%이긴 하지만 정말 재미있고 윤아님이 너무 웃기다,10
평점 왜 이거밖에 안돼.... 캡틴아메리카가 진정 어떤 사람인지 잘 보여주는 영화인데,10
완성도가 떨어져서 보다 말았네요.,5
30~50대 아재들의 인생만화,10
...꾼?이 영화 사지 말고 입양해도 될것같다,5
대장 김창수 이후로 오랜만에 느껴본 분노,1
정말 잘 만든 애니메이션 영화. 재미와 감동이 있는 영화이며 영상미와 액션도 엄청납니다...누구나 재미있게 볼 수 있는 영화 같네요,10
"노잼임. 리뷰보고 너무 기대를 했나봄. 리뷰 작업이라도 하는건가ㅡㅡ 어릴때 만화로 볼땐 재밌었던것 같은데, 그당시엔 어려서 그랬던듯. ",1
추억소환은 물론 너무나 박진감 넘치고 숨막히는 연출력 오졌다 더 퍼스트니까 다음시리즈도 제작예정이다고 믿어도됩니까... 제작해주세요ㅠㅠ,10
7점대인듯 6점대는 아닌듯,10
걷는 뒷모습도 대박ㆍ와우,10
마지막 침묵의 20초때 여자들 깔깔대는거 열불터져 죽을뻔했다이 영화는 원작 안 본 사람 입장금지 시키던가 해야된다,10
너무 감동적이고 재밌습니다. 정말 강추임다.,10
별 기대 없이 봤는데. 재미있었네요!,8
울컥울컥하는게 연출때문인지 추억때문인지,9
22년 최고의 기대작 다운 영화였습니다!엄청난 CG덕분에 영상미가 어마어마합니다후속작이 정말 기대되네요...,10
"제임스 카메론은 가히 천재라고 할 수 밖에 없음.이 긴 상영시간을 한시도 지루하게 못 느낌.내 인생 최고의 영화!!!연출, 연기, 사운드 모든게 완벽 그 자체!영화라고 하기엔 부족한,,, 이것이 아트닷!!",10
미장센적인 측면과 배우들 노래 실력이 좋았음. ,9
좀 지루하긴 합니다 ..,6
맷 데이먼... 본 다시 봐야게따 ,10
multiple personality disorder(dissociative identity disorder),10
첨 봤는데 씹명작이네요 ㅋ,10
뭐 말이 필요한가... 아바타1도 20번 본거 같은데..ㄷㄷ,10
소신을 갖고 투자하라 그리고 버텨라 ,10
맘이  뭉클하고  배우들  연기도 좋았어요. ,10
아는 내용을  스토리 하나넣고 이렇게 재미있게 만들다니 ,10
"역사에 있었던 사건을 기반으로 한, 잘 만든 스릴러 영화입니다스토리,배우들의 연기,연출 모두 좋았습니다",9
"러브앤썬더라는 좀 유치한 부제가 거슬리긴 했으나,역시나 좀 별로였던 기억.",7
도입부도 미쳤고 라스트도 미쳤습니다.,8
종교로 모든 잘못을 구원 받을 수 있을까? ,8
어느 세대건 각자 최고라고 생각하는 만화가 있을 겁니다. 오래 전 저한테는 그게 슬램덩크였고 오늘날 다시 슬램덩크가 되었습니다. 아직도 설렐 수 있다는 것에 감사하며 이 가슴 뜨거워짐을 함께 한 관람객 여러분의 앞날에 영광의 시대가 함께하길 바라겠습니다.,10
"하나도 내맘대로 되지 않는 가족.태어나면서 부여받은 불행, 어긋나 버렸지만 최대한 친절하게 전화받는 둘째는 가운데서  내가 잘못했어라고 하지만 모든게 뒤틀려져 있다. 남편도 아이들도 동생도 부모도..찬송도.. 우리마음대로 되는건 하나도 없다. 제각각 제삶을 지고 살다 암에 걸려 죽는것일 뿐. 공유한 슬픔은 살아가는 버팀목이 될까. 가엾고 버거운 존재들 ..그래도 살아가기를.",8
"여전히 고등학생인 너희들을 보며 마흔이 넘은 우리는 눈물 흘렸다. 너희들과 같은 시대를 함께 살았음을 기뻐하고, 어른이 된 우리의 심장을 뛰게 만들어줌에 감사한다. 건강한 삶을 살아야겠다고 다짐했다. 20년 안에 세컨드 슬램덩크가 나올지도 모르니까. 상영관 안에서 숨소리 조차 들리지 않을 정도로 조용해진 마지막 3분, 꼭 경험하시라",10
내 인생 가장 찬란한 시절의 기록을 다시 볼 수 있어 좋았습니다,10
영웅 보고 돈 버리지 말고 슬램덩크나 봐라. 영웅 본다고 애국? 장사치들의 돈벌이 수단이지...,10
"판도라를 너무 사랑하게 되서 그런지 모든 나비족,동식물이 최고였다. 3편 기다리기 힘들다...",10
"액션, 스토리 괜찮고 코미디도 웃겼음.",8
뭐하자는건지 모르겠네. 1점도 아깝다.,1
재미짐재미짐재미짐잼,10
그냥 가서 보세요!!!!,10
조폭을 미화하는것처럼 북한을 미화하는 영화라 상당한 거부감이 듬 현빈과 다니엘이 잘생겨 보는 재미는 있는듯,1
사십 중반에 홀로 극장을 찾았다. 남몰래 눈물을 찔끔거리면서...,10
건물도 아니고 통신탑에서 살아남는 서바이벌 영화라니? 진행을 어떻게 하는지 궁금해서 봤는데... 굉장합니다!스릴 있게 잘 만들었네요,8
예전에도 재밌고 다시봐도 재밌고! 정말 공주같고 예쁘다:),10
"본 영화중 제일 슬펐고 후유증 남았어요영화 분위기부터 연출, 연기 모든게 완벽해요영화 4번 봤어요ㅠ",10
솔직히 감동감동. 옛날 생각에 젖어들었다. ㅋㅋ,10
그냥 쏘쏘 한번쯤 볼 영화,6
중간중간 회상씬때문에 흐름 너무 깨짐...송태섭의 슬램덩크 였음 ,2
경기 중간중간에 나오는 옛 추억이 긴장감 있던 장면의 흐름을 끊음... 스포츠 애니메이션의 긴장감 보단 추억이랄까?? 무언가 임팩트가 없었음.. 보는내내 예추억을 상기시키지만 불편했음..,4
"같이 영화를 볼때  별다른 표현을 하지 않는 아들이,자못 상기된 얼굴로 우와~ 했던 영화.정말 최고다.",10
나카시마미카는 영원해,10
너무 감동적입니다. 뮤지컬에서의 노래 감동이 그대로 전해집니다.,10
시리즈로 나왔으면 좋겠다.,10
너무 감동적이었어요 뮤지컬로도 봤는데 영화로 잘 구현한것 같아요 또 보고 싶은 영화 ..♡,10
굉장히 재미있게 봤습니다,10
"놀랐다. 한국영화를 아직도 이렇게  만들 수 있구나. 7,80년대 b급방화 스타일. ",2
두번 세번 볼수록 감동이 곱이 되는 영화 추천합니다~ 감연아 레미제라블 작품도 같이 감상하세요^^ 꼭이요~,10
첫장면부터 너무멋있고슬푸다! 진짜 보는내내 계속울컥울컥하고 엄청울어서 마스크다젖음ㅜㅜ 정성화님 포스터도그렇고 정말 많이 닮아서 놀랬어요!!많은사람들이 봤으면좋겠어요,10
"가족이란, 무엇인가. 흔한 질문이지만 답은.. 없겠지.",8
아이언하트를 꼭 이렇게 합류시켜야 했는지... 그리고 액션이 너무 아쉽습니다,5
"긴 러닝타임이지만 어느정도 엉성하지만, 그 러닝타임이 전부 지루하지 않았고 뻔한 스토리지만 재밌었다.",9
요즘 극장에서 볼만한 영화가 너무 없어서 봤는데졸렷음 돈아까움 만화책봣던 매니아나 추억 보정 ,2
"중간 중간 회상씬 때문에 흐름이 끊기기도 하고 생략된 부분도 많아서 아쉬운 점도 분명 있지만, 슬램덩크 팬 입장에선 산왕전을 애니로 본다는 것 자체가 감동이었다",8
"추억팔이? 그런걸 떠나서 보는사람 모두가 결말을 아는 이야기를 이렇게 감동적으로 풀어낸 이노우에 감독의 능력에 찬사를 보낸다. 스타워즈,마블 시리즈 울궈먹기에 지친  사람들이여. 이게 완벽한 전설의 마무리다.",10
약간은 지루한 전개 속 막판 반전에 피식하게 되는..,6
그냥 보세요 말이 뭐가 필요합니까,10
그냥 표현 할 말이 없음한 마디로 걍 &amp;#39;쌌다&amp;#39;,10
40대 아재들 학창시절 최고의 만화,10
"공룡보다는 메뚜기떼가 더 무서웠지만, 재밌게 잘 봤어요.",7
최고다  말로표현이 안된다  철학적인측면의 인간의 내면과  자연의경이로움 모든것이들어건영화다,10
잘 만들었는데 평점이 왜 이러나?,8
무난한것 같습니다,7
극장에서 개봉했을 때 처음으로 짱구를 극장판으로 봤습니다 짱구의 응원메시지에 너무 감동이였습니다,10
슬램덩크를 본 사람이라면 무조건 봐야하는 작품.,10
배우들 연기는 다 좋은데허니쌤은 왜 바보로 만들어놈…?그래도 자기주장 강하고 할말은 하는 사람인데뭔 말도 못하고 어버버하고 있노 그리고 인종좀 바꾸지마라;; 인종차별이 아니라 있는데로하자..,4
진짜 최고의 명작입니다,10
굉장합니다...결과를 알고봐도 심장이 두근거립니다.,10
어제 보고 왔습니다 그냥 별로네요 뮤지컬영화은 연극으로 봐야겠습니다~,4
이땅의 독립을 위해 애쓰신 애국지사들의 희생을  되새기게되는 작품! ,9
인생 영화 중 하나가 됐다.정성화의 눈빛에서 작가가 표현하고 싶었던 모든 것을 봤다.,10
감독 여배우 남배우 다 최고였다..간만에 여운이 남는 영화..,10
3시간으로 상영시간 길지만 지루함 없고 감동과 재미 최고의 영화. 기대 안하고 봤는데 역대 최고 영화입니다,10
평점이 좀 낮은 듯요....,10
슬램덩크에서 느낌 스포츠 정신이 나의 청소년기를 건강하게 지탱해줬습니다! ,10
진짜 재밌고 따뜻한 영화인데 평점 왜이래..??,10
뚫어!할때는 정말 소름이 끼쳤다. 극장에서 이렇게 모두가 다함께 숨소리 마저 멎은채 본적이 있었던가. 조용하면서도 터지는 영화입니다. ,10
"이전의 어색했던 3d 툰랜더링은 가라..이노우에가 상당히 흡족해하며 봤을듯..굿입니다 제작진여러분..,",8
이런게 영화지 정말 좋다,10
연출력 다 좋았는데 과거회상이 지나치게 많았다. 특히 중요한 순간에 자꾸 넘어가서 몰입도가 떨어짐.,9
와닿네요,10
혹평이 많아 넷플X스로 봤는데굉장히 재밋게봤습니다^^,10
도대체 뭔 소릴한거야 두시간동안,2
모든 것이 완벽했다. 제발 계속 나와주길~ ,10
사람들의 많은 호평으로 기대를 많이 했으나 아쉬움이 남았다.송태섭의 과거 이야기와 경기 마지막 결말은 다소 진부했다.경기에서 연출적으로 좋은 부분도 있었으나 현실적이지 못한 부분은 아쉽게 느껴졌다. 자연스러우면서 역동적인 경기 영상미는 훌륭했다.,6
3D최고 3편기대됩니다,10
감동이 눈물의 바다를 이루었다 역시 슬램덩크 클래스는 영원하다,10
"너무 재밌어요~ 아바타 3,4,5편도 빨리 나왔으면 좋겠네요~ 제임스카메론 감독님 사랑해요 응원합니다~",10
감독이랑 작가가 이정도로 연출 센스가 없으면 적성에 안맞는거다 다른일 알아봐라 제발,3
"점점 자신의 감정을 알아가고, 솔직해지면서 자신을 성장시키고 마지막에 모든 감정들을 알아내고 1등으로 달리기를 끝내면서 행복해하는 모습이 주인공의 공허한 마음을 성장하고 완벽한 감정들로 다 채운 것 같아서 주인공이 행복한 것처럼 나도 속이 시원했다.",10
이거 보고 안 울면 한국인 아니에요ㅠ_ㅠ,10
오랜만에 잘만든 공포물 흔한 클리셰나 랑종과 비슷한 느낌은 있지만랑종의 상위호환 영화라 보면 될듯 .결말도 여러가지 의미에서 찝찝하고 여운있는 영화.수작임,10
오래전 정말 화려했던 슬램덩크의 추억으로 행복했어요,9
아 오늘의 대한민국은 되새겨야합니다..,10
가슴을 울리는 영화였습니다!!내 맘속의 그대!! 영원히 기억하겠습니다!!!,10
"혹자들은 아바타 2의 스토리가 전편보다 못하다 하는데, 아니다. 더욱 성숙했을뿐이다. 아마 자녀가 있는 부모들에게 훨씬 어필할 아바타 물의 길. 솔직히 예상했던 것보다 영화가 담고 있는 의미가 깊었고 아마 결혼을 5번이나 한 캐머런 감독이 아버지로서 부족했던 자신을 되돌아보며 자식들과 부인에게 헌사하는 영화 같았다. 철 들었소. ",10
와....보자마자 욕나오네...머냐?달 안에 외계기지가 있는거냐?어이없네...,1
영화처럼 개가 말하는거 알아 들을 수 있으면 정말 좋겠다. 아프다는 말도 들을 수 있으면 정말 좋겠다,10
이범수   : 보릿물 상했슈   여기에서 진짜  개터졌다,10
평생 감사한 마음으로 살아가겠습니다 ㅠㅠ영화도 정말 재밌고 감동적이었습니다좋은 영화로 좋은 이야기 들려주셔서 감사합니다,10
섬세한 감정선을 따라가다보면 마음이 벅차오릅니다.,10
여운남는 울컥하는 한국사람 다 봤으면 좋겠다,10
마지막 산소가 모자르면 ㅡ짧은 실을 뽑은 사람은 모인다 ㅡ우린품의 있게 갈것이다 ㅡㅡㅡ근데 별루다 ㅡ주인공 눈빛은 붕어눈에 진지한 눈빛은 보이질 않고  연기들이 그닦,2
최고임.그냥믿고보셈ㅎ,10
애틋한 청춘 학원물 감성,8
이기적인 인간들의 쓰레기 영화...보면서 기분 더러움,2
마지막 정적은 가슴 뛰게 만든다.,7
난해하다. 난잡하다. 스케일이 너무 크다. 한국판 마블유니버스? 하지만 난해하다.,7
뒤로 갈수록 재미가...,7
2D 감성과 3D 기술이 만나 그 시절 감동을 다시 보여줌,10
"너무 이성적이고 냉정하게만 현실을 살아가지 말고 가끔은, 낭만과 환상 그리고 이야기로 우리의 상처를 치유받기도 하며, 삶을 행복하고 풍요롭게 채우며 살아가자는 말을, 조지밀러 또한 &amp;#39;낭만적인 이야기&amp;#39;를 통해 우리에게 전달한다. + 스스로 고독함과 외로움을 완전히 이겨냈다고 &amp;#39;착각&amp;#39;하는 사람들조차, 사실 사랑을 갈망한다.알리테아가 깊은 내면 속에 가지고 있던 그 갈망, 결국엔 사랑.",8
영상미는 좋았으나 내용이 아쉬웠다,6
멜로 없어도 재밌자나요 신나자나요,10
마이너스점 감동은 개풀! 긴급 격리 시설 하나 임시로 못 세워서 자국민 내치는 국가가 어디있으며 1초만에 플카 인쇄해와서 입국반대 외치는 국민들이 어디있음?? 거기다대고 머 우리는 내려가지않기로 했다고?? 멀ㄹ 말하고싶은거니??,2
미쳤다. 애니메이션이 이 정도까지 가는구나,10
역시 최고...!!!,10
역시 최고...!!!,10
워낙 헐리우드 cg가 넘사벽이라~   승리호  영상미로선  박수처드리고 싶습니다~~,8
내용과 작화 모두 훌륭한 작품.,10
회상신은 지루하지만 마지막 백호와 태웅이의 하이파이브  지렸습니다 ,10
모드가 만족할만한 CG덩어리인 영화 스토리 보러 가는거면 추천안함,4
왜 영화 ‘화산고’가 생각날까..?,4
한번 더 보러 갈 예정!!,10
전편에 비해 감동은 덜했으나 영상미가 뛰어남,8
출연한 배우들의  출연 목적이 궁금해졌음,2
이정도면 신선하고 썩 괜찮음 안야 미모 연기 찰떡이지만 쉐프배우 대단했음 ,8
"20.08.17.성인인 나도 그런데, 아직 태어나지도 않은 애가 옆에 있다고 생각하니 벌써부터 백화점 갈 생각에 머리 아파지네.",8
"20.08.13.끝내 취할 수 없었기에 저지른.호러물인 척, 가슴 아픈 이야기.",8
20.07.22.정돈된 깔끔함에서도 느껴지는 -같은 강박.,9
정경호 배우 역할이랑 너무 안어울려요 ㅠ 실망,8
후.. 이만하면 알겠지..,1
전 뮤지컬 영화인 줄모르고 봐서 그런지 오바스런 연기에 몰입이 잘 안돼더라구요.,2
영화는 영화다워야 합니다,1
별거없네  단체로 훌쩍이다 끝나네,10
감사한 마음이 있다원작자의 연출력에 경의를 표합니다,10
최악,1
뭐지 마블실망이다  와칸다는폭망,6
네테이얌 죽습니다 ㅎ 그리고 그 악역이 있는데 걔가 스파이더 아빠입니다,10
넷플에 나왔길래 봤는데 난 넘 재밌었음. 2부 기대됨,10
"그냥 시간이 맞아서, 단순한 호기심에 상영관에 들어가 본 영화.생각보다 애틋하고, 감동이 작지 않다. 근래에 본 일본 영화 중에 제일 좋았다.",9
이럴것이다라는걸 이런거다라고 보여주는 영화 3시간동안 스킨스쿠버한 느낌. 가족애는 덤,10
영화에 몰입되서 2시간이 후딱 지나감,10
너무 감동ㅠ더빙으로 보세요! 자막을 읽을 시간따위 없음ㅎ,10
재미있어요 승미진진 과거와 미래 지구인과 외계인 잼나서 2편기대중 ,10
울다가 웃다가 감동하다 스며드는큰울림이 있는 영화 입니다 ,10
정일우의 연기도 진짜 대단했지만 김슬기도 진짜 연기 잘한다.. 김슬기는 여태껏 자신이 맡았던 역들과는 다른 느낌이여서 오히려 좋고 더 생각 나는 것 같고 스토리 내용도 전반적으로 괜찮았는데 마지막 마무리가 아쉬웠다.. 말하고자하는 결말이 무엇인지 좀 알기 어려웠던 것 같다. ,8
잘봤습니다!!재미있었어요,10
너무 재밌어서 더빙판 한 번 더 보러 갈거임 ㅅㄱ,10
너무너무 재미있었습니다,10
정성화는 죄가 없다. 다시한번 말하지만 정성화는 죄가 없다.,4
무난하게 볼만한 가족영화,7
빠른 전개는 아니였지만 몰입감도 좋고 조금 예상 못했던 반전도 있고 긴장감/스릴감도 나름 있었던 미스터리/추리/시대극...,7
솔직히 회상이 너무많다  많아서 너무 지루했을정도다   그림체부터이상했고 재미도 그저그랬다,8
뮤지컬처럼 노래가 자꾸만 나와서 몰입할 수가 없어요,1
재미있고 훈훈한 영화입니다~~,10
굳..정말 아름다웠다. ,10
나문희 선생님 .. 존경합니다,10
옛 추억을 고스란히 가져다준 영화,10
생각보다 재밌는데..?,10
오랜만에 너무 재밌는 코미디 영화를 봐서 기분이 좋네여 ㅎㅎ 꿀잼!!!,10
송태섭 스토리가 메인이였어도 경기보다보면 주인공은 강백호다.,10
오랜만에 영화관 갈 이유가 생겼습니다^^  용산 아이맥스관과 남양주 돌비시네관에서 보았어용~ 남돌비에서 보시는걸 완전 추천합니다!!! 예매가 힘들긴 하지만 가서 볼만한 이유가 있다고 생각합니다~ 다음편  기대되요!!! 빨리 개봉해주세용 ,10
미쳤네 진짜 뜻밖에 선물을 받아서 기쁘네. 나의 과거가 움직이기 시작했다!,10
재밌게 보고 왔어요 보러가세요!,10
말해뭐해~그시절 그느낌 그대로,10
"속초에서 봤어요… 정말 거짓말 하나도 안 보태고 영화 내내 아무도 웃는 소리가 안 들렸어요..피식? 정도 하는 장면은 있었지만 진짜 고요하게 영화 봤네요. 스토리, 캐릭터 다 허술하기 짝이 없고…배우님들 연기력이야 나무랄 데 없었지만 이건 뭐 심심함의 극치였습니다",1
"엄마랑 같이 봤는데, 양 옆에서 오열 파티 였습니다. 김고은, 정성화 연기가 대박이에요ㅠㅠ",10
뭐 그리 썩 재미는 모르겠는데  막판가서  쬐~~~~끔  재미있네 ㅋㅋ   그런데  데니스 퀘이(일라이 아빠  역)는  주연 인데  머 그리 금새 죽새 죽노? ㅋㅋ ,4
만화책 보며 느꼈던 감동을 다시 느낄수 있어요,10
배우들의 연기 좋고 시대물이라 쬐금 지루하긴해요,10
너무 뻔한 스토리 일본 특유 감성 심각ㅎ,5
차은우라 이해되는 영화,10
클래스는 영원하다라기보다 클래식은 영원하다,10
"영화 끝난직 후, 너무 울어서 위경련으로 응급실 실려갔음.나에겐 너무 가슴 아픈 영화.. ",10
내 생애 영화로 들어왔다.쇼생크탈출  다음으로 맘에 쏙 든 영화!!,10
미친 경기장면.. 온몸에 전율.. ,10
오래간만에느끼는가슴벅차오르는감동~배우들의연기.진심이전해지는노래.감동그자체입니다^^,10
인생을 돌아 봅니다50대 를 돌아 봅니다 애들 하고 추억이,10
요 몆년간 본 영화중 단연 최고..인생 영화입니다.,10
CG하나만 보러가도 돈아깝지 않은 영화,10
기대 거의 안 하고 봤는데 생각보다 상당히 괜찮습니다.,8
만화책을 봤던 사람에겐 이런 영화를 만들어준것만으로도 감사한데 작화도 좋고 재밌기까지 하니..,10
또봐야지 ㅋㅋ아재ㅋㅋ,10
이영화는 마지막장면만 봐도됌,10
너무 재밌게 봤어요류준열 연기가  대박인듯....,9
참 재미있게 기분좋게 잘보았고 가족에대한 소중함을 생각하게 만드는 좋은 영화였으며 올해 영화중 나에게는 최고의 영화였다,10
게임 마지막 장면이 압권,10
보는 내내 울컥 .. 큰선물 받은 느낌.. 감사합니다.,10
취향저격의 흥미진진 이야기,8
역사를 잊은 민족에게 미래란 없다잊지말자,10
눈도즐겁고.귀도즐겁긴했는데 여전히 조금은 정형적메시지와교훈,7
원래 애니 극장판은 10대 20대가 높게 나오는데 30 40대가 높게 나오네 역시 30 40대 남자들의 추억 슬램덩크,10
아름다운 판도라와 멋있는 툴쿤,7
와 (과거) 진짜 (회상) 재밌다...!!!,7
추억보정 일지 몰라도 매우 잼있게 잘봤어요,10
"두명의 주연들의 혼신혼신로 영화의 긴장감이 좋았는데, 마지막에 말도안되는 극본이 살짝 얼굴에 구김살이생김",8
최고에요 계속 생각나요 또보고싶어요 ㅠㅠ대한민국만세,10
13년 기다린 보람은 없드라,7
몰입도 쵝오 작품성 아직도 여운이,10
최근에 본 로코중에는 그나마 젤 좋았다~~ 이민영인가?? 연기 많이 늘었네 ,10
변덕규가 무 돌려깎기까지 했음 별점 더 높게 줬을텐데... 러닝타임 짧은게 아쉽다. ,10
픽션에 맨날 애국심에 호소하는 억지 눈물 영화 이제 그만....,2
전쟁중일때 국민들의 삶을 표현해 낸것에 대해 좋으나 결국 전범국가의 피해자 코스프레.,2
만화책의 재미를 못따라간다 송태섭 이야기는 무슨 아침드라마 보는것 같은 느낌 마저 들었음. 추억 보정일지 모르지만 원작자가 그렇게 싫어한다던 옛날 tv 애니메이션이 더 재밌다고 생각함. 통신사표로 봐서 다행이지 돈주고 봤으면 돈아깝다고 생각했을듯,6
연출이 너무 구려서 못보겠다,3
오랜만에 스트레스 없이 웃고 울고 무엇보다 반가운 권상우 이민정 오세정 배우님들 너무 좋았고요 아역들도 췍오,10
결론은 자식새끼가 애비 잡은것 같네요특송 파트너가  왜 하필 아이인지..,4
움직이는 산왕전이라는 것부터 레전드,10
이건 뭐 얘네만 만들수있는 영화인듯;;,10
어린애가 발암의 극치 드릅게 길고 너무 유치하다 파워레인저 느낌,1
코미디언이 날것의 연기를 했을 때의 가장 좋은 예시 중 하나가 아닐까.,8
실제 안중근은 독립운동가가 아니라 동학농민운동과 싸운 인물 ,1
뮤지컬 대비 접하기 쉬운 영화로 찾아와줘서 너무 감사합니다.,10
거의 인생영화임 타이타닉이후 첨으로 영화관에서 2번봄 더빙 한번 자막 한번 !!  꼭 어린애들 안오는 시간대에 사람 없는 시간에 보길 추천드림,10
한번쯤은 꼭 봤으면 하는 영화..,10
쇼생크 탈출 이후로 이런 류의 영화는 오랜만에 접해본다.. 빠삐용의 자유를 향한 끈질긴 몸부림을 정말 잘 그려낸 영화다..!!,10
한개도 놓칠 장면이 없다. 아름답다는 말은 이 영화를 표현하기에 가장 적확하고 그리고 가장 부족하다.,10
한번 더 보게 될 것입니다. ,10
쩌렁..미쳐도라요....,10
진짜 애니메이션 기술력이 대단함 ㅋ생각보다 템포가 굉장히 빠르다,10
이미 만화를 다 봤다면 모든 장면이 컷으로 동시에 보일 것이다. 그리고 비어있던 송태섭의 필사적인 승리해야하는 이유 까지 채워준 애니 ,10
캐릭터들의 디자인과 시원시원한 액션이 정말 좋았습니다만 등장인물들의 배경 설명같은걸 좀 더 추가했으면 더 좋았을 것 같습니다,8
마동석님팬입니다..진짜 내용도..연기도 다..할말을 잃게 만드네요ㅠ,2
중반까지는 괜찮았지만 마지막부분에서.. 왜 보스가 원펀맨인데.. 밑에 동생들 다 죽고 마지막에 나가는거??? 개연성이 너무부족.. 차라리 장혁이 깨끗하게 몰매맞고 죽었다 마지막 한칼을 넣고 간발의 차이로 유오성이 생존하는 엔딩이면 좋았을듯싶다. 장혁 연기가 너무 좋고 연기자들의 연기력은 상상을 초월했는데 정말 아쉽다,6
 한번이라도 역사를 돌아보게 되는 계기가 되는 이런 영화 최곱니다. 꼭보세요. 감동재미 이영화에 다 있네요. 웃다가 울다가 하는데 마지막이 정말 감동이었어요. 아니 억울하고 속상했어요. ,10
슬램덩크에 빠진 적이 있다면 꼭 보세요. 절대 후회 안 합니다.,10
그냥저냥 볼만해요 ㅎㅎㅎ,6
"진부한 클리셰가 가미되었지만 화려한 영상과 액션, 빠른전개가 충분히 커버해줌, 표값이 아깝지는 않음",9
상위 1%와 하위 1%의 만남과 동행의 스토리가 실제라 놀라웠다..,8
이거 연출 장난 아닙니다. 완전 강추!!,10
이게왜 9점대? 10점만점이져!!!더빙판도 보러가야지,10
이제 영화관에서 끝이났다... 눈물이 난다.. 이현우형님 사랑합니다????,10
재미가 별로 있지는 않네오..ㅠ,4
영상이 너무 예뻐요 ㅜㅜ 그것만으로도 한번 더 볼 가치가 있는듯!!,10
안보면후회한다...이건 말이 안된다...보고있는 남자들 다 울고감...연출지리고 송태섭스토리도 더지렸다...강백호 서태웅 손뼉치기 전까지모두가 숨참고 봤다...보다가 너무지린다...장난없다진짜...꼭봐라남자들이여,10
기대를 저버리지 않았다~~한마디로  너무너무 멋지다~~,10
너무 잘만들었어요.기대 이상입니다,10
잘 만든 공포영화. 영화에 나오는 미소가 영화 끝나고도 계속 생각이 나더군요청불인 만큼 잔인하고 깝놀요소가 꽤 있으니 감안하고 보시기 바랍니다,8
소름 완전 인생작 너무 재밌고 즐거운시간여행느낌 ,10
아이고 이걸 12월 1일에 개봉을 못한 게 한이네 천만관객 됐을텐데,10
전 재밌었는데 애들은 집에가자고 난리네요아이들의 집중시간 한계를 감안해야 할거 같습니다.액션 좋았는데 3시간중 액션파트 아닌 시간 감안하여 보통 줬습니다.,10
화려한 CG를 통한 영상미가 돋보였습니다,10
